Student_ID,3_Path_Q1,3_Path_Q2,3_Path_Q3,3_Path_Q4,3_Path_Qa,3_Path_Qb,1_Path_Q1,1_Path_Q2,1_Path_Q3,1_Path_Q4,1_Path_Qa,1_Path_Qb,2_Path_Q1,2_Path_Q2,2_Path_Q3,2_Path_Q4,2_Path_Qa,2_Path_Qb,4_Path_Q1,4_Path_Q2,4_Path_Q3,4_Path_Q4,4_Path_Qa,4_Path_Qb,Preferred_Career_Path
989,8,5,8,7,6,5,7,5,5,5,8,6,6,6,6,8,6,5,5,6,5,8,5,6,1
990,5,5,5,7,8,8,6,7,7,7,7,8,7,6,7,7,7,5,6,8,8,5,6,8,3
991,8,8,8,7,5,6,6,8,6,6,7,7,5,7,5,5,7,5,6,8,7,6,8,5,2
992,7,5,8,8,5,6,5,6,7,6,5,7,8,6,8,6,7,6,6,6,8,7,7,8,3
993,6,7,7,6,6,8,5,8,5,7,6,5,5,8,7,8,6,8,5,7,6,6,8,7,1
994,5,6,5,6,8,6,5,5,6,8,5,5,6,7,8,5,6,8,5,7,6,8,6,6,1
995,5,8,7,7,5,6,6,6,5,8,5,5,8,8,5,6,7,8,6,8,5,6,6,6,1
996,6,7,8,6,5,7,8,5,6,6,7,7,7,7,7,7,8,7,7,6,6,5,6,8,3
997,5,5,8,7,5,6,5,6,8,7,7,7,5,5,6,6,7,8,8,5,7,7,5,7,3
998,7,6,6,6,7,8,5,5,7,7,7,8,5,8,7,8,5,8,7,5,5,8,8,8,1
999,8,6,7,5,7,6,6,5,6,8,8,6,7,8,7,6,5,5,5,8,5,7,6,7,2
1000,5,8,8,7,6,7,8,6,7,6,8,8,5,7,7,7,6,6,6,5,6,8,5,8,4
1001,6,7,7,8,5,6,5,5,6,6,6,5,5,6,7,7,8,8,7,7,8,5,6,8,1
1002,8,6,7,6,6,7,7,8,6,6,5,5,8,7,6,6,7,5,7,5,7,7,8,5,1
1003,7,8,7,7,7,6,8,6,5,5,8,5,6,7,7,6,7,8,5,5,5,8,6,6,1
1004,6,7,6,5,5,5,7,6,6,5,6,8,5,5,5,8,8,6,8,7,6,8,7,7,3
1005,6,5,8,7,8,7,7,6,5,5,8,7,8,5,8,8,5,6,8,8,7,8,6,5,1
1006,8,7,6,6,6,7,7,7,6,8,6,6,6,8,8,6,6,8,8,5,7,5,8,6,4
1007,7,6,5,8,8,7,8,8,5,6,5,8,6,5,6,6,8,6,8,5,7,8,6,6,1
1008,7,5,5,7,8,6,6,8,7,6,7,5,5,8,6,6,7,7,8,8,6,5,5,7,3
1009,5,8,7,6,5,8,5,5,6,6,8,7,8,5,6,8,7,7,5,7,8,6,7,5,3
1010,5,5,7,6,5,5,7,5,6,5,8,6,8,8,6,8,6,7,8,5,5,5,7,6,3
1011,7,7,5,6,7,6,8,6,7,5,6,6,6,8,6,6,6,8,6,7,5,7,7,8,3
1012,6,7,8,6,6,6,6,7,6,8,6,6,5,7,5,5,8,5,6,8,5,5,5,8,2
1013,5,7,7,8,5,5,8,7,6,7,7,7,6,8,7,8,5,6,5,7,8,6,5,8,3
1014,7,7,6,5,8,6,5,6,8,5,6,5,5,7,8,6,7,6,6,5,5,6,5,5,4
1015,6,8,6,6,5,8,8,7,5,5,7,5,8,8,6,7,7,8,6,5,8,7,7,5,1
1016,6,6,5,7,6,5,5,8,8,5,5,8,8,8,6,8,5,5,7,7,5,8,8,5,1
1017,6,5,6,6,8,6,5,6,5,5,8,8,6,6,7,6,5,7,5,5,6,6,5,6,1
1018,8,6,6,5,5,5,5,6,8,6,7,8,8,5,7,7,7,7,8,5,6,7,7,7,3
1019,8,6,6,5,6,6,8,7,5,6,8,6,7,6,7,6,6,6,5,8,8,8,6,6,3
1020,5,8,5,6,5,5,5,8,7,8,5,7,8,6,6,6,8,5,8,8,7,8,6,8,3
1021,5,6,6,7,6,6,7,8,8,8,6,8,8,7,5,8,6,5,5,7,6,5,8,7,2
1022,6,5,6,6,7,8,6,5,5,8,8,6,8,7,8,8,8,8,8,6,5,8,5,8,1
1023,6,5,5,5,7,5,6,7,5,8,6,6,5,8,5,6,8,6,5,7,7,7,7,6,3
1024,6,6,7,5,7,8,6,8,8,5,8,6,5,8,7,5,5,5,5,6,7,7,8,8,2
1025,8,6,6,7,5,6,5,5,5,6,6,5,8,5,5,8,7,5,6,6,8,8,8,6,1
1026,7,7,8,5,6,6,7,7,5,6,8,8,6,8,5,6,5,6,8,7,7,7,6,8,2
1027,5,7,8,5,5,8,5,5,7,7,8,8,7,6,5,8,7,7,5,8,6,8,6,8,3
1028,7,8,7,8,8,8,6,7,7,7,7,6,6,7,5,7,5,8,5,7,8,8,8,7,2
1029,8,6,8,6,7,7,6,8,7,6,5,6,8,8,7,7,5,8,6,8,7,7,8,5,1
1030,8,6,8,5,8,6,6,5,8,5,7,8,8,8,5,8,7,8,8,7,8,8,5,7,1
1031,5,6,6,6,5,5,5,6,8,7,8,6,6,5,7,6,5,6,7,5,6,7,7,7,3
1032,7,5,5,5,5,5,7,8,8,7,5,5,7,6,7,8,5,7,8,5,5,7,8,8,3
1033,8,5,7,5,5,5,5,8,8,8,5,6,8,6,6,6,7,6,7,5,6,6,7,5,3
1034,6,6,5,6,6,8,5,5,5,8,6,8,7,6,5,5,8,8,6,6,8,8,6,7,1
1035,8,6,7,8,8,5,7,7,8,5,8,8,8,6,5,8,8,8,8,6,6,7,6,8,3
1036,7,5,7,8,5,5,8,6,6,8,5,8,6,5,6,6,7,6,6,6,5,7,6,6,3
1037,7,7,6,5,8,6,7,8,5,5,6,5,6,5,8,7,5,8,7,8,6,7,6,5,1
1038,5,8,8,8,8,8,5,7,6,5,6,7,8,6,8,8,5,8,5,8,6,5,5,7,4
1039,5,5,8,5,6,7,8,8,7,6,7,8,8,6,8,8,6,8,8,6,7,6,8,5,3
1040,5,5,8,5,8,8,5,8,8,8,8,5,6,6,8,5,6,8,5,6,6,8,6,6,3
1041,5,6,7,8,8,7,7,6,5,7,6,7,6,5,8,6,8,8,5,5,6,5,6,8,4
1042,5,7,7,6,6,5,6,6,6,7,8,7,7,5,7,7,7,7,7,6,8,5,6,7,3
1043,8,5,8,6,8,6,7,6,5,8,5,7,8,8,6,7,8,5,7,6,8,8,8,5,1
1044,6,8,6,5,5,6,5,8,6,7,7,7,6,8,8,7,8,6,8,7,8,6,8,5,3
1045,7,7,6,7,8,7,6,5,8,6,5,5,5,6,5,8,5,6,5,7,8,6,7,8,1
1046,8,8,6,7,7,6,8,7,5,5,6,7,7,8,6,6,6,5,6,7,6,5,7,8,1
1047,8,8,6,7,8,8,6,8,7,8,7,5,5,6,7,5,8,5,5,6,8,8,5,5,2
1048,6,5,6,8,8,8,5,7,8,7,6,6,7,6,8,8,6,8,7,8,6,5,8,8,3
1049,6,8,7,6,5,7,8,7,7,8,6,8,6,8,5,6,7,6,7,7,7,6,8,6,3
1050,8,7,8,5,6,5,8,7,8,7,8,8,6,8,8,5,8,8,8,7,8,5,6,7,3
1051,6,8,8,8,8,7,6,8,7,8,6,6,6,5,6,8,7,8,5,7,6,7,8,7,2
1052,7,5,5,5,5,5,8,6,7,5,6,7,8,7,8,8,7,5,5,6,8,6,8,6,3
1053,8,7,8,7,7,8,7,6,7,7,5,7,5,8,7,6,5,7,6,8,5,7,8,5,2
1054,6,5,7,7,5,6,7,8,8,5,5,6,8,6,7,8,7,8,7,5,5,6,6,5,4
1055,8,5,8,6,7,8,7,5,8,7,6,8,8,8,5,8,7,6,5,7,8,8,8,6,3
1056,6,8,7,8,7,8,5,7,8,5,6,7,6,8,5,7,5,8,5,7,7,7,8,6,1
1057,6,5,7,5,8,7,5,6,6,5,6,5,5,6,7,8,7,5,5,8,7,6,8,5,1
1058,7,8,7,8,5,6,6,6,7,6,8,5,5,8,8,5,6,6,6,8,8,7,7,6,2
1059,5,6,7,8,7,8,7,5,7,6,5,8,5,6,7,5,5,7,8,6,5,6,8,6,2
1060,5,5,6,6,8,5,6,5,6,8,7,6,8,8,5,7,6,5,8,7,8,8,5,6,3
1061,5,8,5,6,8,7,7,7,8,5,6,6,6,6,6,7,8,7,6,8,7,8,8,6,3
1062,7,6,5,5,6,6,6,7,8,8,6,5,6,6,6,5,6,8,5,5,6,5,8,7,4
1063,8,8,6,8,5,8,5,5,6,8,8,8,6,5,5,5,7,6,5,6,6,7,7,8,2
1064,6,7,5,8,7,5,8,8,6,8,5,7,5,7,5,8,7,7,6,6,8,6,8,6,3
1065,8,6,6,7,6,8,5,8,6,7,8,8,7,7,6,8,6,6,8,5,7,6,5,6,4
1066,6,6,7,8,7,8,8,6,6,5,6,5,5,8,6,6,5,5,5,7,8,5,6,5,2
1067,5,7,5,7,6,7,8,7,5,6,7,5,6,8,7,5,6,6,5,5,6,5,5,5,4
1068,6,8,8,6,7,8,8,5,6,7,8,7,6,6,8,8,6,5,6,7,7,7,5,8,1
1069,8,7,8,6,6,5,8,8,6,7,6,5,5,7,5,7,5,6,8,7,6,8,8,7,2
1070,6,8,8,8,6,6,8,8,5,8,7,6,7,8,5,5,8,8,7,6,7,8,7,6,2
1071,8,6,7,6,8,7,6,7,6,5,6,8,5,6,7,7,6,8,8,7,7,7,7,7,1
1072,7,8,6,5,8,5,8,7,7,5,8,6,6,7,5,7,7,6,8,7,6,6,7,8,3
1073,5,8,7,5,5,8,6,8,8,8,8,6,5,8,8,8,6,5,5,8,5,6,5,8,3
1074,8,5,8,7,7,8,5,5,8,7,7,6,7,6,5,5,5,6,8,8,6,8,8,6,2
1075,6,7,8,5,7,6,8,6,7,6,7,5,5,8,5,7,6,5,5,6,5,7,8,7,2
1076,5,8,6,5,6,6,6,8,7,8,8,6,8,7,5,7,7,5,8,6,8,7,6,5,3
1077,5,7,5,6,6,5,6,7,6,5,6,8,8,6,7,5,8,5,7,6,7,7,5,6,3
1078,8,5,5,7,6,8,8,5,5,7,7,7,7,5,5,8,5,8,5,6,6,5,6,7,2
1079,7,6,5,6,7,8,7,8,6,6,8,5,5,5,6,6,5,6,8,8,5,7,7,6,2
1080,7,6,7,5,7,5,6,6,8,6,6,8,6,8,8,8,8,6,7,5,5,6,6,5,4
1081,5,5,5,6,8,5,7,6,8,6,5,8,8,5,5,8,6,5,7,6,6,8,8,8,3
1082,5,7,8,8,7,7,5,5,8,6,6,7,8,5,8,5,6,8,8,5,5,8,6,7,1
1083,6,8,5,6,8,6,5,7,8,6,5,6,6,5,5,6,7,7,6,8,8,8,6,7,1
1084,6,5,8,8,8,6,6,6,6,7,6,5,6,8,6,5,7,5,6,6,6,8,6,7,2
1085,7,6,8,5,7,5,5,7,5,6,6,8,5,5,8,8,5,8,7,5,7,6,6,8,2
1086,7,6,7,7,5,7,8,6,7,8,5,6,6,7,7,8,7,6,8,6,7,6,8,7,3
1087,6,5,7,8,7,5,8,8,5,8,5,5,8,8,8,7,5,8,6,5,8,5,7,8,1
1088,7,7,8,5,5,7,7,5,8,6,6,8,6,6,6,8,8,6,7,5,7,6,8,7,3
1089,5,5,6,5,5,5,7,5,8,6,7,6,7,6,8,7,7,7,5,7,6,5,7,6,3
1090,8,6,8,8,6,7,6,6,7,8,6,8,7,8,7,6,5,6,5,5,8,6,8,7,4
1091,8,8,8,6,7,7,8,5,6,7,7,6,8,8,6,7,5,5,7,5,7,8,6,7,2
1092,8,8,5,7,8,7,8,6,5,6,7,6,5,5,7,7,6,8,6,6,8,7,7,5,2
1093,7,8,6,5,6,7,8,7,7,8,7,6,5,6,6,5,5,5,8,8,6,5,8,7,2
1094,6,7,7,6,7,6,8,5,8,8,6,6,5,6,6,8,5,6,7,5,8,7,5,6,2
1095,7,7,5,8,5,5,6,8,5,7,5,5,8,5,5,8,8,8,8,8,8,5,5,8,3
1096,5,6,5,8,8,8,7,8,6,6,7,6,8,6,5,8,7,5,7,5,5,6,8,5,4
1097,5,7,6,8,7,7,7,6,5,7,8,8,8,5,5,8,8,5,6,7,5,5,6,5,2
1098,5,8,5,7,8,5,8,6,7,5,6,7,5,8,6,6,7,6,8,7,6,5,7,8,3
1099,6,6,8,5,7,7,6,6,5,8,5,5,6,5,8,7,6,8,6,8,5,7,8,8,1
1100,6,8,6,7,6,8,6,7,5,5,7,7,7,7,7,8,7,6,6,6,6,6,8,8,1
1101,8,6,5,5,7,5,6,6,8,7,5,5,8,8,7,6,5,5,6,7,5,7,5,5,3
1102,5,6,8,6,5,5,6,6,8,7,8,6,7,6,5,8,8,7,5,6,6,5,7,7,3
1103,8,5,6,6,5,8,7,6,5,6,6,7,6,6,8,6,8,7,8,8,8,5,6,5,3
1104,7,5,5,8,8,8,7,7,8,8,7,7,5,6,5,7,7,7,7,7,6,6,5,5,3
1105,7,5,6,6,8,5,5,6,6,6,6,6,7,7,8,7,5,6,5,8,7,7,6,8,3
1106,5,8,5,8,7,7,6,5,8,6,6,7,5,8,8,5,5,8,8,6,6,8,8,5,2
1107,8,8,8,6,5,8,7,6,8,6,7,6,8,7,8,7,6,6,7,7,5,5,7,7,4
1108,8,8,8,8,5,6,8,7,8,6,6,7,7,8,7,8,8,7,5,8,5,5,8,5,4
1109,5,5,5,7,5,5,7,6,8,7,5,7,7,8,6,5,5,8,7,8,8,7,6,6,3
1110,7,8,6,8,8,8,5,6,7,6,5,7,5,6,6,8,8,8,8,7,5,5,7,8,1
1111,7,8,7,6,5,6,8,5,8,5,6,8,6,8,7,5,8,6,7,5,7,6,6,8,1
1112,6,7,5,7,7,5,6,7,6,6,8,7,7,7,8,6,6,8,6,8,5,8,6,8,3
1113,6,5,5,6,5,8,8,8,8,8,8,7,5,7,8,6,5,5,8,8,7,6,6,6,3
1114,6,6,6,8,7,8,5,5,7,7,7,6,8,6,8,8,7,7,6,8,6,5,6,5,1
1115,5,5,8,8,6,5,5,7,8,7,8,7,8,5,6,5,7,7,5,8,7,6,6,7,3
1116,7,7,6,8,8,5,5,7,8,8,6,6,6,6,7,5,7,6,7,6,5,7,6,7,3
1117,7,5,7,5,5,7,7,6,7,7,5,6,8,7,7,7,8,8,6,5,8,7,7,7,3
1118,5,7,5,6,5,6,5,7,5,5,7,5,5,5,5,7,6,6,8,5,5,7,7,5,1
1119,8,8,8,5,8,5,5,5,7,5,8,5,6,5,8,7,6,6,7,6,5,5,5,8,1
1120,6,7,6,6,8,5,6,6,5,8,5,5,8,5,5,5,8,5,7,7,6,7,5,6,2
1121,6,8,8,8,7,5,7,7,7,8,8,7,7,8,7,5,6,7,6,7,6,6,6,8,3
1122,5,5,7,7,6,5,5,5,6,7,8,6,6,6,5,5,6,7,6,7,7,5,8,6,3
1123,8,5,7,7,7,7,7,5,5,8,5,5,8,6,7,7,7,6,6,6,6,6,7,6,1
1124,5,8,7,5,6,7,7,7,8,6,7,6,8,7,6,5,6,7,8,5,8,8,5,8,3
1125,7,6,6,6,8,5,7,6,6,7,8,5,5,6,8,5,6,6,8,5,8,8,6,5,2
1126,5,5,8,6,6,6,6,7,6,6,8,7,6,6,7,6,7,7,7,8,8,6,6,8,3
1127,5,7,8,6,6,7,6,6,7,8,6,8,7,8,6,5,8,6,7,8,8,6,7,7,3
1128,5,6,8,5,8,5,6,5,5,7,5,8,5,8,6,6,6,5,8,8,8,7,8,6,3
1129,7,7,5,7,7,6,8,5,5,6,8,7,7,5,8,7,5,6,6,7,5,6,5,7,1
1130,6,6,6,8,7,7,8,6,5,6,6,7,8,7,8,7,6,7,8,5,6,8,8,7,1
1131,7,7,6,5,8,7,8,6,5,7,6,8,8,6,7,5,5,8,5,5,5,7,5,8,4
1132,6,7,5,5,5,6,7,6,8,7,8,8,5,6,6,5,7,7,5,8,5,6,5,7,3
1133,7,7,5,7,7,6,7,5,5,7,8,8,6,8,6,8,7,7,8,6,7,6,5,7,1
1134,8,8,8,6,8,5,8,6,6,5,6,7,6,6,7,5,8,5,8,5,7,8,6,5,2
1135,8,8,6,7,7,7,5,5,5,6,7,8,6,5,5,5,8,5,8,7,6,6,6,5,2
1136,8,5,8,5,6,6,7,8,7,5,5,8,5,5,6,6,5,6,6,8,7,7,7,5,2
1137,5,6,6,6,7,8,8,8,7,5,5,5,8,5,8,8,8,8,6,8,8,5,6,8,1
1138,7,5,5,5,5,7,7,5,7,5,8,7,5,6,7,7,5,5,6,7,5,7,7,7,3
1139,8,7,8,6,5,5,7,6,5,8,8,6,8,7,5,5,8,7,8,5,6,8,8,8,3
1140,8,8,6,8,6,5,5,5,8,6,7,8,8,6,7,8,5,6,5,6,6,7,7,8,1
1141,7,6,8,6,8,8,5,7,8,6,8,5,6,8,5,8,8,6,5,6,8,5,7,7,1
1142,6,6,5,8,7,5,7,8,5,6,7,7,5,5,7,7,8,8,5,8,6,7,6,6,3
1143,6,8,5,7,8,7,6,8,8,8,7,6,7,6,5,6,6,6,7,5,7,5,5,6,4
1144,6,6,7,5,6,6,7,6,6,5,6,5,5,8,6,6,6,5,8,6,7,5,7,7,1
1145,7,7,7,7,8,5,7,6,7,8,7,8,5,8,7,6,7,5,7,7,8,5,5,5,4
1146,8,7,8,7,8,7,7,8,5,7,8,5,8,6,5,7,5,6,8,7,5,6,7,7,1
1147,7,6,6,8,8,8,6,7,8,8,6,8,8,6,5,6,7,7,6,5,5,5,6,5,4
1148,8,7,5,7,6,7,8,7,6,8,8,5,7,5,7,7,7,8,8,5,5,5,5,5,4
1149,5,8,8,7,6,8,7,5,6,8,5,6,5,6,7,8,6,6,7,5,5,8,5,5,4
1150,6,8,8,5,6,7,5,6,8,8,7,5,5,6,6,6,6,5,7,8,5,5,8,6,1
1151,5,8,8,5,5,5,7,8,7,8,8,5,6,8,5,5,5,6,8,7,5,6,6,6,3
1152,6,8,5,7,7,7,7,5,5,8,6,6,6,5,5,5,6,6,5,8,6,6,7,6,2
1153,7,5,5,5,6,7,8,5,8,5,5,7,5,8,6,8,6,7,5,8,7,6,5,8,3
1154,7,8,7,6,5,7,6,5,5,5,8,5,7,8,8,6,6,8,5,7,6,6,6,5,1
1155,8,5,5,6,8,5,8,8,8,8,8,5,7,7,7,6,7,6,6,8,7,5,7,6,3
1156,7,6,7,6,8,6,8,6,7,6,5,6,8,6,8,7,6,6,6,5,7,6,7,8,1
1157,5,8,7,8,6,5,8,8,6,8,7,8,8,5,5,7,7,8,6,7,5,6,8,6,3
1158,7,6,7,8,6,5,7,8,7,8,5,5,8,5,5,5,6,7,6,6,6,6,6,8,2
1159,7,6,8,7,7,8,7,5,5,8,6,7,5,8,7,5,6,7,5,8,5,8,6,8,1
1160,5,6,5,6,8,7,6,5,8,8,8,6,6,6,8,6,6,6,5,8,6,7,6,7,3
1161,8,8,6,5,6,6,8,8,8,6,7,6,8,7,8,6,5,6,5,8,5,7,8,7,4
1162,5,7,8,8,6,6,5,8,7,8,6,5,7,5,7,5,5,5,6,6,7,6,7,6,2
1163,8,5,8,5,5,5,8,8,8,8,8,7,5,6,5,8,6,8,6,6,7,6,6,7,3
1164,8,5,7,6,8,5,6,6,5,6,7,7,8,7,8,7,8,6,6,5,7,6,6,7,3
1165,6,8,8,8,8,6,7,8,8,5,8,7,7,6,7,7,5,8,6,6,8,5,7,5,4
1166,6,5,7,7,7,8,8,8,6,5,5,6,8,6,5,8,8,7,5,7,5,8,7,5,4
1167,5,8,5,7,8,7,5,6,5,8,8,7,6,8,7,6,5,8,7,7,6,6,7,7,3
1168,6,6,6,5,8,7,6,5,8,8,7,8,5,8,5,7,5,6,7,8,7,5,7,6,2
1169,8,7,6,8,8,5,8,8,7,7,5,6,8,5,8,7,6,6,6,5,7,6,7,6,3
1170,8,7,6,6,5,5,6,7,8,6,7,7,8,6,6,5,6,6,6,8,7,5,5,8,3
1171,7,8,5,5,6,6,7,6,5,8,7,7,7,7,5,6,7,5,7,5,8,8,7,8,3
1172,5,6,7,8,5,7,7,8,8,6,6,8,6,5,7,6,5,7,5,6,8,8,8,5,3
1173,5,8,7,6,5,5,8,6,7,8,7,7,8,7,7,8,7,5,8,6,8,5,7,8,3
1174,7,6,5,7,8,5,5,8,6,7,8,7,6,7,6,7,7,8,7,7,5,5,7,7,3
1175,5,8,7,6,6,5,7,6,8,6,6,8,7,6,7,6,5,7,6,7,6,5,6,7,3
1176,5,6,8,6,8,5,5,5,7,5,8,8,8,5,8,5,7,5,8,6,7,6,7,7,1
1177,8,5,5,8,7,8,5,5,8,6,7,8,5,5,6,7,7,7,5,5,8,7,5,7,4
1178,7,6,8,5,6,7,7,7,7,6,7,8,7,6,8,6,7,6,8,8,6,6,5,6,3
1179,7,5,8,7,7,7,6,7,7,7,8,7,8,7,7,8,5,7,6,6,7,5,5,8,4
1180,8,8,6,6,5,5,7,7,6,6,5,8,8,7,7,7,5,5,8,7,6,6,5,5,3
1181,5,5,7,7,7,8,5,6,8,5,5,8,5,5,6,5,7,7,7,7,8,5,8,5,1
1182,5,5,5,5,7,6,6,6,7,5,6,8,8,5,5,8,6,5,6,7,8,5,7,5,3
1183,7,8,6,7,6,7,6,8,6,5,8,5,7,7,5,7,6,7,6,8,6,5,6,6,1
1184,6,8,8,8,8,8,5,8,6,8,7,8,6,8,8,6,7,7,7,5,5,8,7,6,4
1185,8,6,8,7,6,7,5,7,7,5,5,5,7,6,7,8,5,8,8,8,5,5,6,8,1
1186,5,6,6,7,7,6,7,8,6,8,8,6,5,5,7,7,7,5,5,7,7,7,7,6,2
1187,5,7,5,7,8,8,5,7,5,6,8,8,8,6,6,6,6,7,6,5,5,7,5,7,4
1188,6,8,8,6,7,7,5,8,6,7,5,6,6,8,6,5,5,8,5,5,6,8,6,7,1
1189,6,5,6,6,5,6,6,6,7,7,6,8,7,6,8,5,5,7,5,5,5,5,8,7,4
1190,8,7,7,5,5,8,8,6,8,6,6,6,5,6,7,5,7,7,5,6,6,5,5,7,4
1191,7,6,7,8,5,8,8,7,6,8,7,5,6,5,8,8,5,5,6,8,6,7,5,5,2
1192,5,5,8,6,7,5,7,7,6,6,5,6,5,6,6,7,7,8,8,8,6,5,6,5,3
1193,6,6,6,6,6,6,8,7,5,7,6,7,8,6,7,6,5,6,7,5,7,5,7,5,4
1194,8,7,7,6,8,7,6,5,7,5,5,8,7,8,5,7,7,8,7,6,6,6,5,8,1
1195,6,7,5,5,8,6,6,5,5,5,8,6,8,6,5,8,7,6,5,5,6,5,8,5,4
1196,6,7,8,5,5,8,7,5,8,5,5,8,7,6,7,7,6,7,7,8,7,5,6,7,1
1197,5,7,7,8,8,7,5,7,6,6,7,7,7,8,8,5,7,5,5,8,7,7,6,6,2
1198,7,8,7,5,8,6,5,5,7,8,5,6,7,5,6,8,6,7,8,8,7,5,5,6,1
1199,7,7,8,6,8,7,6,6,5,8,6,5,6,5,6,6,6,7,5,8,7,6,7,6,1
1200,5,5,5,7,8,8,5,5,8,5,5,8,8,8,5,5,7,8,7,6,7,8,7,5,1
1201,5,7,7,6,6,7,5,8,6,6,8,6,6,5,7,7,8,8,6,7,8,7,7,8,3
1202,8,6,6,8,5,7,6,6,7,7,8,7,8,7,5,8,8,5,8,6,6,7,7,7,2
1203,7,6,7,5,6,8,8,5,6,5,5,5,5,6,7,5,5,6,8,6,7,7,5,7,1
1204,8,5,7,7,6,8,6,8,5,5,5,8,6,6,7,5,7,7,6,8,8,5,6,6,1
1205,5,8,5,6,7,8,7,6,7,5,8,7,7,5,8,8,6,8,5,7,6,7,5,7,3
1206,8,7,5,6,8,7,7,8,7,7,6,7,7,6,8,6,8,8,7,8,7,6,6,6,3
1207,5,5,6,7,8,8,7,5,6,7,8,8,8,8,7,5,6,5,8,7,6,6,8,5,3
1208,6,5,5,5,7,5,8,5,5,8,8,5,8,5,5,8,6,6,8,6,7,5,5,7,3
1209,5,8,6,6,6,5,6,6,6,5,5,6,6,8,6,8,6,6,8,8,7,6,6,5,3
1210,6,5,6,7,8,7,5,7,5,7,8,8,7,8,7,8,6,8,5,5,6,8,6,7,1
1211,5,5,5,6,8,8,5,7,6,5,6,5,8,7,7,8,8,7,5,7,8,7,6,8,3
1212,5,8,8,8,5,6,6,8,5,7,7,7,6,7,5,7,8,7,8,7,7,6,7,6,3
1213,7,8,7,8,7,8,5,8,5,5,8,7,6,5,5,7,8,8,6,7,7,7,5,7,1
1214,8,6,8,5,8,5,5,5,7,7,7,5,6,6,5,5,8,6,6,5,6,5,6,6,1
1215,8,7,5,7,7,7,6,8,5,7,7,5,7,5,8,8,8,5,6,8,6,8,6,5,1
1216,8,8,8,7,8,7,5,8,7,7,8,7,6,5,7,5,6,6,7,8,5,7,7,6,2
1217,7,8,8,5,6,6,5,6,7,7,7,8,8,5,6,6,5,6,7,8,8,7,6,6,2
1218,5,5,6,6,8,6,6,5,8,7,6,5,8,6,5,5,8,6,6,5,8,7,7,7,3
1219,6,8,6,8,6,7,8,8,6,7,6,5,5,8,5,8,6,6,6,8,8,5,7,7,2
1220,5,7,5,5,5,5,8,6,7,8,5,8,8,6,7,7,7,5,6,7,8,6,6,6,3
1221,8,6,5,7,6,5,8,6,7,8,5,6,5,5,7,7,5,7,6,8,7,8,7,5,2
1222,6,7,6,6,6,8,6,7,7,7,8,8,5,5,6,7,5,5,5,8,8,7,8,8,2
1223,8,8,5,5,6,6,8,7,8,6,6,8,5,5,8,7,5,7,7,7,6,6,7,5,2
1224,8,5,6,8,7,5,6,6,6,6,7,7,6,7,8,6,5,5,7,7,8,7,6,8,3
1225,6,6,6,8,6,5,6,8,5,7,8,5,7,6,5,5,7,8,7,5,7,5,6,6,1
1226,7,8,6,5,8,6,6,5,6,5,6,5,5,6,5,5,8,7,5,6,5,6,7,5,1
1227,5,7,6,6,6,7,5,6,6,8,6,6,8,7,6,8,7,5,6,6,5,8,7,7,3
1228,8,6,5,6,5,6,6,7,7,8,5,5,7,7,7,6,5,7,5,7,7,6,7,5,3
1229,5,8,6,6,5,8,6,5,5,5,6,8,7,5,6,7,5,8,8,7,5,7,8,5,1
1230,5,5,7,6,8,7,6,7,6,5,7,7,8,7,6,7,8,5,8,6,8,5,6,8,3
1231,6,8,7,8,6,5,7,6,5,6,5,8,8,8,5,6,8,5,6,6,7,5,8,5,1
1232,6,5,8,8,7,8,6,7,5,8,5,8,5,5,8,8,6,6,6,6,5,8,6,8,1
1233,6,7,6,5,7,6,8,8,7,8,8,7,5,7,8,8,5,6,7,8,6,5,7,6,2
1234,8,6,8,5,6,5,6,8,6,7,6,5,8,6,8,6,5,8,6,6,7,8,7,7,3
1235,8,6,8,8,7,8,8,7,8,5,7,6,7,6,5,5,6,6,5,8,7,5,5,5,4
1236,7,6,7,7,7,5,5,5,5,7,6,6,5,8,5,7,5,8,5,8,7,7,6,6,1
1237,7,5,8,7,6,7,8,8,7,7,7,5,8,7,6,5,6,8,5,7,6,6,5,6,4
1238,6,8,7,6,5,6,8,5,6,5,5,5,5,8,5,7,8,6,6,5,6,7,8,7,1
1239,7,7,6,7,7,7,7,6,6,7,5,7,8,5,7,5,7,7,6,8,6,5,8,7,2
1240,5,5,8,5,5,8,8,7,8,7,5,7,5,8,6,5,5,7,7,6,6,8,7,8,3
1241,6,6,6,8,6,5,8,6,5,6,6,5,8,7,6,6,6,7,8,8,6,6,5,6,1
1242,7,7,5,7,7,5,5,7,5,7,7,6,7,8,8,7,6,8,5,6,5,8,8,8,3
1243,7,7,6,7,5,6,7,7,7,5,6,8,7,8,6,5,6,8,7,5,5,8,5,6,4
1244,6,5,8,8,8,7,6,8,7,5,8,6,8,6,8,8,8,8,8,5,8,7,7,5,4
1245,5,5,6,6,6,5,7,8,6,7,7,8,7,6,7,7,5,8,7,5,7,6,5,6,3
1246,6,8,7,8,8,5,8,7,7,8,5,7,6,6,8,8,8,5,5,8,6,5,5,5,4
1247,8,7,7,8,5,8,6,5,6,7,8,8,8,7,5,5,7,6,8,6,6,5,7,5,2
